event_id,timestamp,particle_type,energy_gev,momentum_x,momentum_y,momentum_z,detector_id,is_anomaly
5256483,2026-01-16T11:57:31.401933,proton,775.01,-89.28,418.5,-73.94,DET_001,True
6551556,2026-01-16T11:57:33.945311,proton,918.81,254.66,-218.17,-242.43,DET_001,True
5417339,2026-01-16T11:57:34.451582,electron,612.56,-413.49,-445.66,0.87,DET_001,True
4931246,2026-01-16T11:57:35.873913,proton,901.09,-45.95,60.3,449.83,DET_002,True
4839088,2026-01-16T11:57:36.991768,muon,338.68,230.01,51.6,16.93,DET_002,True
9136344,2026-01-16T11:57:42.575316,muon,890.42,-158.72,431.49,-360.43,DET_002,True
3401587,2026-01-16T11:57:42.778798,photon,841.42,36.16,488.19,124.64,DET_001,True
1496744,2026-01-16T11:57:46.842375,proton,966.91,392.35,-407.39,-496.63,DET_001,True
9585015,2026-01-16T11:57:51.414314,photon,101.27,-350.91,-333.61,-2.21,DET_003,True
9380580,2026-01-16T11:57:52.025014,proton,777.39,-418.62,278.39,447.3,DET_003,True
9161713,2026-01-16T11:57:56.295178,muon,161.84,215.45,487.99,-487.88,DET_003,True
4480840,2026-01-16T11:57:57.004974,muon,626.85,90.65,240.46,-167.11,DET_001,True
9926477,2026-01-16T11:57:57.210046,proton,625.53,142.68,-483.92,-393.49,DET_003,True
4475208,2026-01-16T11:57:57.817352,proton,5.7,452.95,193.64,455.61,DET_003,True
9550142,2026-01-16T11:57:58.525597,photon,621.73,-182.49,-171.08,381.46,DET_002,True
6867803,2026-01-16T11:58:02.486351,muon,344.97,-429.89,336.8,0.91,DET_001,True
3758740,2026-01-16T11:58:06.240785,proton,186.59,411.92,160.66,-18.26,DET_001,True
2264574,2026-01-16T11:58:08.373916,proton,662.63,418.99,-157.39,164.69,DET_001,True
7852374,2026-01-16T11:58:10.709071,photon,676.28,252.96,-21.46,-183.12,DET_003,True
1915501,2026-01-16T11:58:11.014211,electron,318.48,67.83,-89.41,160.91,DET_001,True
5899249,2026-01-16T11:58:14.254267,proton,140.03,-175.23,-297.51,-36.01,DET_002,True
4258933,2026-01-16T11:58:17.200537,muon,310.35,-343.23,323.59,284.79,DET_003,True
6606991,2026-01-16T11:58:18.416065,photon,491.95,-113.05,372.89,8.84,DET_002,True
2735655,2026-01-16T11:58:20.643667,muon,383.02,-24.16,486.16,342.61,DET_003,True
4273559,2026-01-16T11:58:21.049541,photon,470.17,-237.85,289.27,-418.1,DET_001,True
5458975,2026-01-16T11:58:21.659987,muon,656.35,-316.21,280.65,-227.17,DET_001,True
6152790,2026-01-16T11:58:23.895716,muon,267.62,417.96,461.44,-357.64,DET_003,True
8118293,2026-01-16T11:58:25.315027,photon,888.52,-477.5,463.72,113.43,DET_003,True
8206522,2026-01-16T11:58:29.367704,proton,28.6,-457.68,-392.84,130.85,DET_002,True
